ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
1119USBR_WQX-17-A3073,8/9/2017,1,m,43.2833333,-111.1444444,Chlorophyll a,9.6,mg/m3
1119USBR_WQX-17-A3528,8/31/2017,,,43.8963556,-116.6267361,Chlorophyll a,2.7,mg/m3
NARS_WQX-NLA_ID-10198:20170726:SR:,7/26/2017,,,43.91242,-114.8611,Chlorophyll a,0.32,ug/L
1119USBR_WQX-17-A759,5/3/2017,,,42.93406,-112.74184,Chlorophyll a,6.2,mg/m3
1119USBR_WQX-17-A579,4/20/2017,,,43.3583333,-115.4444444,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-17-A2818,7/31/2017,,,42.84309,-112.82625,Chlorophyll a,23.9,mg/m3
NARS_WQX-NLA_ID-10294:20170831:SR:,8/31/2017,,,46.7701,-116.1716,Chlorophyll a,11.84,ug/L
1119USBR_WQX-17-A3730,9/11/2017,,,44.29191,-115.64481,Chlorophyll a,5.7,mg/m3
1119USBR_WQX-17-A185,3/6/2017,,,44.0713889,-116.9325,Chlorophyll a,0.7,mg/m3
1119USBR_WQX-17-A4090,10/4/2017,,,43.3583333,-115.4444444,Chlorophyll a,4.1,mg/m3
1119USBR_WQX-17-A1204,6/6/2017,,,42.5219444,-114.0169444,Chlorophyll a,6.6,mg/m3
NARS_WQX-NLA_ID-10008:20170720:SR:,7/20/2017,,,42.67705,-113.4073,Chlorophyll a,29.44,ug/L
USACENWS_WQX-SUNNYSIDE:20170712:1351:SR,7/12/2017,,,48.285809,-116.418256,Chlorophyll a,0.00132,mg/L
NARS_WQX-NLA_ID-10016:20170804:FM:,8/4/2017,,,47.46649,-116.6019,Chlorophyll a,5.11,ug/L
1119USBR_WQX-17-A3185,8/15/2017,,,42.93406,-112.74184,Chlorophyll a,20.1,mg/m3
1119USBR_WQX-17-A4610,11/27/2017,,,43.9323,-116.3356,Chlorophyll a,5,mg/m3
1119USBR_WQX-17-A1572,6/19/2017,,,42.84309,-112.82625,Chlorophyll a,4.3,mg/m3
USACENWS_WQX-KOOTENAI:20170801:1609:SR,8/1/2017,,,48.3026811,-116.491906,Chlorophyll a,0.00031,mg/L
1119USBR_WQX-17-A3933,9/26/2017,,,44.29191,-115.64481,Chlorophyll a,17.3,mg/m3
1119USBR_WQX-17-A1201,6/6/2017,,,44.29191,-115.64481,Chlorophyll a,4,mg/m3
USACENWS_WQX-ALFLPD:20170712:1351:SR,7/12/2017,,,48.258529,-116.361919,Chlorophyll a,0.00151,mg/L
1119USBR_WQX-17-A4183,10/10/2017,,,42.5219444,-114.0169444,Chlorophyll a,52.8,mg/m3
NARS_WQX-NLA_ID-10215:20170719:FM:,7/19/2017,,,42.17765,-111.8766,Chlorophyll a,1.36,ug/L
OREGONDEQ-1707134-03,7/25/2017,,,42.91328,-116.995,Chlorophyll a,1.3,ug/L
1119USBR_WQX-17-A4182,10/10/2017,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-17-A3477,8/29/2017,,,44.29191,-115.64481,Chlorophyll a,22.1,mg/m3
1119USBR_WQX-17-A3896,9/25/2017,,,43.9323,-116.3356,Chlorophyll a,1.3,mg/m3
NARS_WQX-NLA_ID-10031:20170803:SR:,8/3/2017,,,47.88285,-116.8756,Chlorophyll a,2.14,ug/L
1119USBR_WQX-17-A4017,9/27/2017,,,42.78265,-112.87604,Chlorophyll a,12.2,mg/m3
1119USBR_WQX-17-A2210,7/12/2017,1,m,43.5919444,-115.9166667,Chlorophyll a,1.1,mg/m3
R10NPDES-NAMPA_WWTP_DOWN:20171205:0841:SR:,12/5/2017,,,43.59948,-116.583805,Chlorophyll a,,
1119USBR_WQX-17-A2090,7/5/2017,,,42.6337,-113.612,Chlorophyll a,7.4,mg/m3
USACENWS_WQX-KOOTENAI:20170919:1412:SR,9/19/2017,,,48.3026811,-116.491906,Chlorophyll a,0.00052,mg/L
USACENWS_WQX-SUNNYSIDE:20171012:1735:SR,10/12/2017,,,48.285809,-116.418256,Chlorophyll a,0.00095,mg/L
USACENWS_WQX-KOOTENAI:20170712:1351:SR,7/12/2017,,,48.3026811,-116.491906,Chlorophyll a,0.00125,mg/L
USACENWS_WQX-ALFFB:20170602:1102:SR,6/2/2017,,,48.177936,-116.996326,Chlorophyll a,0.00063,mg/L
R10NPDES-NAMPA_WWTP_DOWN:20170418:0835:SR:,4/18/2017,,,43.59948,-116.583805,Chlorophyll a,1.1,ug/L
1119USBR_WQX-17-A3731,9/11/2017,,,42.6337,-113.612,Chlorophyll a,12.8,mg/m3
USACENWS_WQX-ALFLPS:20170919:1412:SR,9/19/2017,,,48.27359,-116.506456,Chlorophyll a,0.00031,mg/L
1119USBR_WQX-17-A4088,10/3/2017,,,43.43051,-115.38435,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-17-A3932,9/26/2017,,,42.7683333,-112.8783333,Chlorophyll a,9.9,mg/m3
1119USBR_WQX-17-A1373,6/8/2017,1,m,44.5277778,-116.0541667,Chlorophyll a,24.2,mg/m3
1119USBR_WQX-17-A3176,8/15/2017,,,42.6337,-113.612,Chlorophyll a,14.1,mg/m3
NARS_WQX-NLA_ID-10003:20170814:FM:,8/14/2017,,,44.000621,-114.875721,Chlorophyll a,0.8,ug/L
1119USBR_WQX-17-A1604,6/20/2017,,,42.6337,-113.612,Chlorophyll a,9.3,mg/m3
1119USBR_WQX-17-A1203,6/6/2017,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
NARS_WQX-NLA_ID-10003:20170814:SR:,8/14/2017,,,44.000621,-114.875721,Chlorophyll a,0.8,ug/L
NARS_WQX-NLA_ID-10063:20170803:FM:,8/3/2017,,,48.75668,-116.0927,Chlorophyll a,20,ug/L
1119USBR_WQX-17-A3508,8/30/2017,,,42.78265,-112.87604,Chlorophyll a,9,mg/m3
1119USBR_WQX-17-A582,4/20/2017,1,m,43.3583333,-115.4444444,Chlorophyll a,28,mg/m3
1119USBR_WQX-17-A3480,8/29/2017,,,42.5219444,-114.0169444,Chlorophyll a,68.9,mg/m3
1119USBR_WQX-17-A757,5/3/2017,,,42.78265,-112.87604,Chlorophyll a,11.2,mg/m3
R10NPDES-NAMPA_WWTP_UP_1:20170606:1035:SR:,6/6/2017,,,43.59756,-116.580037,Chlorophyll a,0.32,ug/L
1119USBR_WQX-17-A1162,6/1/2017,,,43.43051,-115.38435,Chlorophyll a,1.4,mg/m3
USACENWS_WQX-GARFIELD:20171012:1735:SR,10/12/2017,,,48.179765,-116.430853,Chlorophyll a,0.00141,mg/L
1119USBR_WQX-17-A1161,6/1/2017,,,43.4843278,-115.3068639,Chlorophyll a,1.9,mg/m3
OREGONDEQ-1705104-03,5/16/2017,,,42.91328,-116.995,Pheophytin a,0.9,ug/L
1119USBR_WQX-17-A1010,5/24/2017,,,43.9323,-116.3356,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-17-A2257,7/12/2017,,,43.3583333,-115.4444444,Chlorophyll a,1.1,mg/m3
R10NPDES-NAMPA_WWTP_UP_1:20170808:0908:SR:,8/8/2017,,,43.59756,-116.580037,Chlorophyll a,,
1119USBR_WQX-17-A2093,7/5/2017,,,42.5219444,-114.0169444,Chlorophyll a,22.3,mg/m3
1119USBR_WQX-17-A1271,6/7/2017,,,43.4843278,-115.3068639,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-17-A2260,7/12/2017,,,43.4375,-115.2958333,Chlorophyll a,1.8,mg/m3
NARS_WQX-NLA_ID-10181:20170807:SR:,8/7/2017,,,48.59713,-116.9714,Chlorophyll a,7.96,ug/L
1119USBR_WQX-17-A4653,12/12/2017,1,m,43.3583333,-115.4444444,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-17-A187,3/6/2017,,,43.8963556,-116.6267361,Chlorophyll a,2.8,mg/m3
1119USBR_WQX-17-A1205,6/6/2017,,,42.5219444,-114.0169444,Chlorophyll a,7.5,mg/m3
NARS_WQX-NLA_ID-10129:20170808:SR:,8/8/2017,,,47.51656,-115.7308,Chlorophyll a,1.21,ug/L
1119USBR_WQX-17-A781,5/10/2017,1,m,43.5541667,-116.6616667,Chlorophyll a,1.7,mg/m3
USACENWS_WQX-GARFIELD:20170712:1351:SR,7/12/2017,,,48.179765,-116.430853,Chlorophyll a,0.00052,mg/L
1119USBR_WQX-17-A2089,7/5/2017,,,44.29191,-115.64481,Chlorophyll a,5.9,mg/m3
NARS_WQX-NLA_ID-10008:20170720:FM:,7/20/2017,,,42.67705,-113.4073,Chlorophyll a,29.44,ug/L
NARS_WQX-NLA_ID-10186:20170712:FM:,7/12/2017,,,42.96557,-115.8431,Chlorophyll a,3.04,ug/L
NARS_WQX-NLA_ID-10115:20170720:SR:,7/20/2017,,,43.0784,-112.6937,Chlorophyll a,3.58,ug/L
NARS_WQX-NLA_ID-10117:20170711:FM:,7/11/2017,,,45.12767,-116.0224,Chlorophyll a,0.62,ug/L
USACENWS_WQX-ODEN:20171012:1735:SR,10/12/2017,,,48.306811,-116.463957,Chlorophyll a,0.00078,mg/L
USACENWS_WQX-TALACHE:20170801:1609:SR,8/1/2017,,,48.12814,-116.4782,Chlorophyll a,0.00041,mg/L
1119USBR_WQX-17-A2091,7/5/2017,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-17-A1602,6/20/2017,,,42.7683333,-112.8783333,Chlorophyll a,2.9,mg/m3
1119USBR_WQX-17-A3734,9/11/2017,,,42.5219444,-114.0169444,Chlorophyll a,38.1,mg/m3
USACENWS_WQX-ODEN:20170712:1351:SR,7/12/2017,,,48.306811,-116.463957,Chlorophyll a,0.00147,mg/L
1119USBR_WQX-17-A3075,8/9/2017,1,m,43.3138889,-111.2013889,Chlorophyll a,7.7,mg/m3
1119USBR_WQX-17-A2446,7/18/2017,,,42.7683333,-112.8783333,Chlorophyll a,10.6,mg/m3
NARS_WQX-NLA_ID-10202:20170717:SR:,7/17/2017,,,42.34945,-115.9023,Chlorophyll a,2.37,ug/L
1119USBR_WQX-17-A1243,6/7/2017,,,44.0713889,-116.9325,Chlorophyll a,3,mg/m3
1119USBR_WQX-17-A1202,6/6/2017,,,42.6337,-113.612,Chlorophyll a,3.8,mg/m3
1119USBR_WQX-17-A4612,11/27/2017,,,43.9231167,-116.4427472,Chlorophyll a,3.6,mg/m3
NARS_WQX-NLA_ID-10213:20170803:FM:,8/3/2017,,,48.72519,-116.1086,Chlorophyll a,1.1,ug/L
NARS_WQX-NLA_ID-10189:20170724:FM:,7/24/2017,,,44.65145,-115.4972,Chlorophyll a,3.86,ug/L
1119USBR_WQX-17-A3934,9/26/2017,,,42.6337,-113.612,Chlorophyll a,9.3,mg/m3
1119USBR_WQX-17-A2832,8/1/2017,,,42.6337,-113.612,Chlorophyll a,18.4,mg/m3
1119USBR_WQX-17-A1244,6/7/2017,,,43.9231167,-116.4427472,Chlorophyll a,1.3,mg/m3
NARS_WQX-NLA_ID-10211:20170725:FM:,7/25/2017,,,44.4062,-111.5055,Chlorophyll a,22,ug/L
1119USBR_WQX-17-A1996,6/28/2017,1,m,42.7813889,-112.875,Chlorophyll a,4.4,mg/m3
1119USBR_WQX-17-A3186,8/15/2017,,,42.84309,-112.82625,Chlorophyll a,18.5,mg/m3
1119USBR_WQX-17-A3732,9/11/2017,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-17-A273,3/29/2017,,,43.43051,-115.38435,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-17-A2255,7/12/2017,,,43.4175,-115.27867,Chlorophyll a,3.2,mg/m3
NARS_WQX-NLA_ID-10063:20170829:SR:,8/29/2017,,,48.75668,-116.0927,Chlorophyll a,7.78,ug/L
1119USBR_WQX-17-A2469,7/18/2017,1,m,42.7813889,-112.875,Chlorophyll a,7.4,mg/m3
1119USBR_WQX-17-A2261,7/12/2017,1,m,43.3583333,-115.4444444,Chlorophyll a,1.8,mg/m3
R10NPDES-NAMPA_WWTP_UP_1:20171003:0813:SR:,10/3/2017,,,43.59756,-116.580037,Chlorophyll a,,
1119USBR_WQX-17-A1574,6/19/2017,,,42.82102,-112.84365,Chlorophyll a,3,mg/m3
1119USBR_WQX-17-A3179,8/15/2017,,,42.5219444,-114.0169444,Chlorophyll a,48.8,mg/m3
1119USBR_WQX-17-A3481,8/29/2017,,,42.5219444,-114.0169444,Chlorophyll a,66.4,mg/m3
1119USBR_WQX-17-A984,5/23/2017,,,42.5219444,-114.0169444,Chlorophyll a,23.3,mg/m3
R10NPDES-NAMPA_WWTP_DOWN:20171114:0820:SR:,11/14/2017,,,43.59948,-116.583805,Chlorophyll a,,
1119USBR_WQX-17-A4018,9/27/2017,,,42.84309,-112.82625,Chlorophyll a,31.1,mg/m3
1119USBR_WQX-17-A3900,9/25/2017,,,43.9323,-116.3356,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-17-A2820,7/31/2017,,,42.84309,-112.82625,Chlorophyll a,18.9,mg/m3
1119USBR_WQX-17-A2258,7/13/2017,1,m,43.4375,-115.2958333,Chlorophyll a,2.2,mg/m3
USACENWS_WQX-ALFLPS:20171108:1622:SR,11/8/2017,,,48.27359,-116.506456,Chlorophyll a,0.00087,mg/L
1119USBR_WQX-17-A4086,10/3/2017,,,43.4175,-115.27867,Chlorophyll a,2.7,mg/m3
1119USBR_WQX-18-A3160,8/28/2018,,,43.9323,-116.3356,Chlorophyll a,4.7,mg/m3
1119USBR_WQX-18-A1099,6/5/2018,1,m,43.5354,-116.6515983,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-18-A1973,7/9/2018,,,44.0713889,-116.9325,Chlorophyll a,3.8,mg/m3
1119USBR_WQX-18-A1808,6/26/2018,1,m,44.6194444,-116.0930556,Chlorophyll a,3.8,mg/m3
NARS_WQX-NRS_ID-10279:20180705:SR:,7/5/2018,,,42.93930483,-115.7014411,Chlorophyll a,25.6,ug/L
1119USBR_WQX-18-A3980,10/24/2018,,,42.0538333,-116.1704999,Chlorophyll a,4.9,mg/m3
1119USBR_WQX-18-A2268,7/18/2018,1,m,44.3788889,-111.3966667,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-18-A711,5/8/2018,,,42.84309,-112.82625,Chlorophyll a,16.2,mg/m3
1119USBR_WQX-18-A1389,6/18/2018,1,m,42.6708333,-113.4833333,Chlorophyll a,7.8,mg/m3
1119USBR_WQX-18-A2803,8/13/2018,1,m,42.66665,-113.4564,Chlorophyll a,24.9,mg/m3
1119USBR_WQX-18-A288,3/19/2018,,,43.9323,-116.3356,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-18-A2875,8/15/2018,,,42.78265,-112.87604,Chlorophyll a,20.2,mg/m3
1119USBR_WQX-18-A3998,10/29/2018,,,43.9323,-116.3356,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-18-A997,5/29/2018,,,42.5219444,-114.0169444,Chlorophyll a,19.8,mg/m3
1119USBR_WQX-18-A4079,11/26/2018,,,42.93406,-112.74184,Chlorophyll a,38.7,mg/m3
1119USBR_WQX-18-A994,5/29/2018,,,42.7683333,-112.8783333,Chlorophyll a,3,mg/m3
1119USBR_WQX-18-A1315,6/13/2018,,,43.58689,-116.72841,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-18-A1074,5/31/2018,1,m,42.7813889,-112.875,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-18-A7,1/8/2018,,,44.0713889,-116.9325,Chlorophyll a,12.5,mg/m3
1119USBR_WQX-18-A1815,6/26/2018,,,42.7683333,-112.8783333,Chlorophyll a,7.9,mg/m3
1119USBR_WQX-18-A603,5/1/2018,,,42.5219444,-114.0169444,Chlorophyll a,24.9,mg/m3
OREGONDEQ-1811008-03,10/30/2018,,,42.91328,-116.995,Chlorophyll a,2.3,ug/L
1119USBR_WQX-18-A3254,9/4/2018,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-18-A600,5/1/2018,,,42.7683333,-112.8783333,Chlorophyll a,33.8,mg/m3
NARS_WQX-NRS_ID-10280:20180815:SR:,8/15/2018,,,45.18621772,-113.8928287,Chlorophyll a,1.03,ug/L
1119USBR_WQX-18-A3981,10/24/2018,,,42.0538333,-116.1704999,Chlorophyll a,< 0.5,mg/m3
NARS_WQX-NRS_ID-10466:20180801:SR:,8/1/2018,,,45.99357635,-115.8989656,Chlorophyll a,0.57,ug/L
1119USBR_WQX-18-A3563,9/25/2018,,,44.0713889,-116.9325,Chlorophyll a,7.8,mg/m3
1119USBR_WQX-18-A2304,7/23/2018,,,42.84309,-112.82625,Chlorophyll a,13.8,mg/m3
1119USBR_WQX-18-A3999,10/29/2018,,,44.0713889,-116.9325,Chlorophyll a,27.2,mg/m3
1119USBR_WQX-18-A386,4/3/2018,,,42.84309,-112.82625,Chlorophyll a,29.8,mg/m3
1119USBR_WQX-18-A712,5/8/2018,,,42.93406,-112.74184,Chlorophyll a,14.2,mg/m3
1119USBR_WQX-18-A481,4/17/2018,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-18-A285,3/19/2018,,,44.0713889,-116.9325,Chlorophyll a,3.4,mg/m3
1119USBR_WQX-18-A1095,6/5/2018,1,m,43.5541667,-116.6616667,Chlorophyll a,2.2,mg/m3
1119USBR_WQX-18-A2339,7/24/2018,,,42.5219444,-114.0169444,Chlorophyll a,23.2,mg/m3
1119USBR_WQX-18-A618,5/2/2018,,,43.9231167,-116.4427472,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-18-A1020,5/30/2018,1,m,43.5919444,-115.9166667,Chlorophyll a,1.2,mg/m3
NARS_WQX-NRS_ID-10201:20180816:SR:,8/16/2018,,,45.36948405,-114.2899056,Chlorophyll a,1.23,ug/L
1119USBR_WQX-18-A617,5/2/2018,,,44.0713889,-116.9325,Chlorophyll a,1.3,mg/m3
1119USBR_WQX-18-A3270,9/5/2018,1,m,42.6708333,-113.4833333,Chlorophyll a,32.5,mg/m3
1119USBR_WQX-18-A2642,8/7/2018,,,42.5219444,-114.0169444,Chlorophyll a,20.7,mg/m3
1119USBR_WQX-18-A777,5/15/2018,,,42.5219444,-114.0169444,Chlorophyll a,27.5,mg/m3
1119USBR_WQX-18-A65,1/31/2018,,,43.9323,-116.3356,Chlorophyll a,2.4,mg/m3
OREGONDEQ-1809147-03,9/11/2018,,,42.91328,-116.995,Pheophytin a,0.8,ug/L
1119USBR_WQX-18-A3008,8/21/2018,,,42.5219444,-114.0169444,Chlorophyll a,55.8,mg/m3
1119USBR_WQX-18-A2363,7/25/2018,1,m,42.78265,-112.87604,Chlorophyll a,21.3,mg/m3
1119USBR_WQX-18-A1842,6/27/2018,,,43.3583333,-115.4444444,Chlorophyll a,2.8,mg/m3
1119USBR_WQX-18-A1993,7/10/2018,,,42.7683333,-112.8783333,Chlorophyll a,13.6,mg/m3
1119USBR_WQX-18-A2308,7/23/2018,1,m,42.6708333,-113.4833333,Chlorophyll a,14.8,mg/m3
OREGONDEQ-1808016-02,7/31/2018,,,42.91328,-116.995,Pheophytin a,4.2,ug/L
1119USBR_WQX-18-A2323,7/24/2018,1,m,43.32866,-111.209,Chlorophyll a,1,mg/m3
1119USBR_WQX-18-A1045,5/30/2018,,,43.32866,-111.209,Chlorophyll a,7.6,mg/m3
1119USBR_WQX-18-A4000,10/29/2018,,,43.9231167,-116.4427472,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-18-A4001,10/29/2018,,,43.8963556,-116.6267361,Chlorophyll a,6.6,mg/m3
1119USBR_WQX-18-A3007,8/21/2018,,,42.5219444,-114.0169444,Chlorophyll a,61.4,mg/m3
1119USBR_WQX-18-A2801,8/13/2018,1,m,42.6708333,-113.4833333,Chlorophyll a,22.7,mg/m3
1119USBR_WQX-18-A483,4/17/2018,,,42.5219444,-114.0169444,Chlorophyll a,43.2,mg/m3
1119USBR_WQX-18-A3163,8/28/2018,,,43.8963556,-116.6267361,Chlorophyll a,5.8,mg/m3
R10NPDES-NAMPA_WWTP_UP_1:20180110:0830:SR:,1/10/2018,,,43.59756,-116.580037,Chlorophyll a,,
1119USBR_WQX-18-A3565,9/25/2018,,,43.8963556,-116.6267361,Chlorophyll a,4.3,mg/m3
1119USBR_WQX-18-A3220,8/29/2018,,,42.78265,-112.87604,Chlorophyll a,20.4,mg/m3
NARS_WQX-NRS_ID-10257:20180905:SR:,9/5/2018,,,46.83680001,-115.4679038,Chlorophyll a,0.38,ug/L
1119USBR_WQX-18-A2266,7/18/2018,1,m,44.42,-111.4436111,Chlorophyll a,2.6,mg/m3
1119USBR_WQX-18-A1853,6/27/2018,,,42.84309,-112.82625,Chlorophyll a,18.9,mg/m3
1119USBR_WQX-18-A2303,7/23/2018,,,42.78265,-112.87604,Chlorophyll a,8.5,mg/m3
1119USBR_WQX-18-A2712,8/8/2018,,,42.78265,-112.87604,Chlorophyll a,24.6,mg/m3
1119USBR_WQX-18-A1852,6/27/2018,,,42.78265,-112.87604,Chlorophyll a,7.1,mg/m3
1119USBR_WQX-18-A4100,11/28/2018,,,43.8963556,-116.6267361,Chlorophyll a,9.9,mg/m3
1119USBR_WQX-18-A3972,10/22/2018,,,42.84309,-112.82625,Chlorophyll a,11.2,mg/m3
USACENWS_WQX-TALACHE:20180831:0606:SR,8/31/2018,,,48.12814,-116.4782,Chlorophyll a,1.78,ug/L
1119USBR_WQX-18-A3165,8/28/2018,,,43.9323,-116.3356,Chlorophyll a,< 0.5,mg/m3
USACENWS_WQX-SUNNYSIDE:20180831:0606:SR,8/31/2018,,,48.285809,-116.418256,Chlorophyll a,1.602,ug/L
1119USBR_WQX-18-A3253,9/4/2018,,,42.6337,-113.612,Chlorophyll a,26.8,mg/m3
NARS_WQX-NRS_ID-10283:20180813:SR:,8/13/2018,,,44.26037598,-114.7981142,Chlorophyll a,0.62,ug/L
1119USBR_WQX-18-A4152,12/13/2018,,,44.0713889,-116.9325,Chlorophyll a,5.9,mg/m3
1119USBR_WQX-18-A1995,7/10/2018,,,42.5219444,-114.0169444,Chlorophyll a,< 0.5,mg/m3
NARS_WQX-NRS_ID-10204:20180710:SR:,7/10/2018,,,43.96347066,-116.1891543,Chlorophyll a,1.3,ug/L
1119USBR_WQX-18-A2340,7/24/2018,,,42.5219444,-114.0169444,Chlorophyll a,27.9,mg/m3
1119USBR_WQX-18-A909,5/23/2018,1,m,43.5541667,-116.6616667,Chlorophyll a,0.7,mg/m3
1119USBR_WQX-18-A2269,7/18/2018,,,44.3788889,-111.3966667,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-18-A1816,6/26/2018,,,42.6337,-113.612,Chlorophyll a,15.1,mg/m3
USACENWS_WQX-ODEN:20180831:0606:SR,8/31/2018,,,48.306811,-116.463957,Chlorophyll a,1.246,ug/L
1119USBR_WQX-18-A284,3/19/2018,,,43.9231167,-116.4427472,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-18-A1089,6/5/2018,,,42.84309,-112.82625,Chlorophyll a,1.9,mg/m3
1119USBR_WQX-18-A995,5/29/2018,,,42.6337,-113.612,Chlorophyll a,10.3,mg/m3
NARS_WQX-NRS_ID-10194:20180702:SR:,7/2/2018,,,45.33148348,-115.9499493,Chlorophyll a,1.61,ug/L
1119USBR_WQX-18-A3252,9/4/2018,,,42.7683333,-112.8783333,Chlorophyll a,16.8,mg/m3
1119USBR_WQX-18-A775,5/15/2018,,,42.6337,-113.612,Chlorophyll a,11.2,mg/m3
1119USBR_WQX-18-A1843,6/27/2018,,,43.3583333,-115.4444444,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-18-A2639,8/7/2018,,,42.6337,-113.612,Chlorophyll a,7.7,mg/m3
1119USBR_WQX-18-A4101,11/28/2018,,,43.9323,-116.3356,Chlorophyll a,2.9,mg/m3
1119USBR_WQX-18-A1274,6/12/2018,,,42.6337,-113.612,Chlorophyll a,12.4,mg/m3
1119USBR_WQX-18-A710,5/8/2018,,,42.78265,-112.87604,Chlorophyll a,11.8,mg/m3
NARS_WQX-NRS_ID-10358:20180711:SR:,7/11/2018,,,44.80778635,-115.9302059,Chlorophyll a,0.55,ug/L
1119USBR_WQX-18-A3434,9/18/2018,,,42.5219444,-114.0169444,Chlorophyll a,71.3,mg/m3
1119USBR_WQX-18-A628,5/7/2018,,,43.5541667,-116.6616667,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-18-A480,4/17/2018,,,42.6337,-113.612,Chlorophyll a,37.6,mg/m3
NARS_WQX-NRS_ID-10279:20180717:SR:,7/17/2018,,,42.93930483,-115.7014411,Chlorophyll a,19.04,ug/L
1119USBR_WQX-18-A1818,6/26/2018,,,42.5219444,-114.0169444,Chlorophyll a,25.2,mg/m3
1119USBR_WQX-18-A1986,7/9/2018,,,42.84309,-112.82625,Chlorophyll a,21.3,mg/m3
1119USBR_WQX-18-A67,1/31/2018,,,43.9231167,-116.4427472,Chlorophyll a,1.3,mg/m3
1119USBR_WQX-18-A1018,5/30/2018,1,m,43.5919444,-115.9166667,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-18-A2305,7/23/2018,,,42.93406,-112.74184,Chlorophyll a,39.7,mg/m3
1119USBR_WQX-18-A4151,12/13/2018,,,43.9323,-116.3356,Chlorophyll a,2.4,mg/m3
1119USBR_WQX-18-A2264,7/18/2018,1,m,44.4197222,-111.3972222,Chlorophyll a,4.5,mg/m3
1119USBR_WQX-18-A998,5/29/2018,,,42.5219444,-114.0169444,Chlorophyll a,18.2,mg/m3
1119USBR_WQX-18-A1974,7/9/2018,,,44.0713889,-116.9325,Chlorophyll a,< 0.6,mg/m3
NARS_WQX-NRS_ID-10213:20180807:SR:,8/7/2018,,,44.39606896,-116.0460788,Chlorophyll a,7.09,ug/L
NARS_WQX-NRS_ID-10390:20180822:SR:,8/22/2018,,,48.82001876,-116.1500278,Chlorophyll a,0.61,ug/L
1119USBR_WQX-18-A4103,11/28/2018,,,43.9323,-116.3356,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-18-A3161,8/28/2018,,,44.0713889,-116.9325,Chlorophyll a,17.9,mg/m3
1119USBR_WQX-18-A1806,6/26/2018,1,m,44.5277778,-116.0541667,Chlorophyll a,5,mg/m3
1119USBR_WQX-18-A3432,9/18/2018,,,42.6337,-113.612,Chlorophyll a,36.3,mg/m3
1119USBR_WQX-18-A1646,6/20/2018,1,m,42.7813889,-112.875,Zooplankton,< 1,#/L
1119USBR_WQX-18-A66,1/31/2018,,,43.8963556,-116.6267361,Chlorophyll a,4.3,mg/m3
1119USBR_WQX-18-A1277,6/12/2018,,,42.5219444,-114.0169444,Chlorophyll a,16.1,mg/m3
1119USBR_WQX-18-A4155,12/13/2018,,,43.9231167,-116.4427472,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-18-A629,5/7/2018,,,43.5541667,-116.6616667,Chlorophyll a,< 0.6,mg/m3
1119USBR_WQX-18-A68,1/31/2018,,,44.0713889,-116.9325,Chlorophyll a,10.5,mg/m3
1119USBR_WQX-18-A3564,9/25/2018,,,43.9231167,-116.4427472,Chlorophyll a,2.8,mg/m3
1119USBR_WQX-18-A2066,7/16/2018,,,42.7813889,-112.875,Zooplankton,< 1,#/L
1119USBR_WQX-18-A1101,6/5/2018,1,m,43.58689,-116.72841,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-18-A4099,11/28/2018,,,43.9231167,-116.4427472,Chlorophyll a,< 1.4,mg/m3
1119USBR_WQX-18-A2827,8/14/2018,1,m,43.32866,-111.209,Chlorophyll a,1.3,mg/m3
