ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
COEOMAHA_WQX-CHTLKUPW1201805071700001.5F,5/7/2018,1.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0551,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,10551.49911,um3/mL
COEOMAHA_WQX-CCRLKML1201805071450003.0F,5/7/2018,3,m,39.64175,-104.8562,Chlorophyll a (probe),0.1066,volts
COEOMAHA_WQX-BCRLKND1201809110800004.0F,9/11/2018,4,m,39.65167,-105.1414,Chlorophyll a (probe),0.0659,volts
COEOMAHA_WQX-BCRLKND1201805080800004.0F,5/8/2018,4,m,39.65167,-105.1414,Chlorophyll a (probe),0.0363,volts
COEOMAHA_WQX-BCRLKUPS1201805080750001.0F,5/8/2018,1,m,39.64867,-105.1448,Chlorophyll a (probe),0.0358,volts
COEOMAHA_WQX-BCRLKND1201809110800000.1PQN2,9/11/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,510.5134532,um3/mL
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,106348.9105,um3/mL
COEOMAHA_WQX-CHTLKND1201808131730007.0F,8/13/2018,7,m,39.5542,-105.0608,Chlorophyll a (probe),0.1227,volts
COEOMAHA_WQX-BCRLKUPS1201807170740001.0F,7/17/2018,1,m,39.64867,-105.1448,Chlorophyll a (probe),0.0352,volts
COEOMAHA_WQX-BCRLKND1201808140730007.5F,8/14/2018,7.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0936,volts
COEOMAHA_WQX-BCRLKUPN1201808140715002.5F,8/14/2018,2.5,m,39.65147,-105.1471,Chlorophyll a (probe),0.1666,volts
COEOMAHA_WQX-CHTLKND1201807161845002.0F,7/16/2018,2,m,39.5542,-105.0608,Chlorophyll a (probe),0.0712,volts
COEOMAHA_WQX-BCRLKND1201807170800007.5F,7/17/2018,7.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0325,volts
COEOMAHA_WQX-BCRLKND1201805080800005.0F,5/8/2018,5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0321,volts
21COL001_WQX-20194033001-20180724-S-IVP,7/24/2018,,,37.57828,-108.56692,"Chlorophyll a, corrected for pheophytin",0.649508571,ug/L
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,201.06376,um3/mL
COEOMAHA_WQX-CHTLKND1201809101700000.1PQN2,9/10/2018,0.1,m,39.5542,-105.0608,Phytoplankton biovolume,10659.16747,um3/mL
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,24500.53308,um3/mL
COEOMAHA_WQX-CHTLKND1201808131730014.0F,8/13/2018,14,m,39.5542,-105.0608,Chlorophyll a (probe),0.0471,volts
COEOMAHA_WQX-CHTLKUPW1201805071700000.1F,5/7/2018,0.1,m,39.53203,-105.0805,Chlorophyll a (probe),0.0272,volts
COEOMAHA_WQX-BCRLKND1201809110800000.1PQN2,9/11/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,769.3063546,um3/mL
COEOMAHA_WQX-BCRLKUPS1201806110735001.5F,6/11/2018,1.5,m,39.64867,-105.1448,Chlorophyll a (probe),0.0274,volts
COEOMAHA_WQX-BCRLKND1201805080800001.5PQN2,5/8/2018,1.5,m,39.65167,-105.1414,Phytoplankton biovolume,346803.3047,um3/mL
COEOMAHA_WQX-CCRLKND1201806111500005.0F,6/11/2018,5,m,39.64894,-104.8536,Chlorophyll a (probe),0.0251,volts
COEOMAHA_WQX-BCRLKND1201808140730000.5F,8/14/2018,0.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.1176,volts
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,30137.22676,um3/mL
COEOMAHA_WQX-CHTLKND1201805071740013.0F,5/7/2018,13,m,39.5542,-105.0608,Chlorophyll a (probe),0.0306,volts
COEOMAHA_WQX-BCRLKND1201807170800001.5F,7/17/2018,1.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0296,volts
COEOMAHA_WQX-CHTLKMLW1201806111730003.0F,6/11/2018,3,m,39.54375,-105.077,Chlorophyll a (probe),0.0313,volts
COEOMAHA_WQX-BCRLKND1201808140730006.5F,8/14/2018,6.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.115,volts
COEOMAHA_WQX-CCRLKML1201807161550001.0F,7/16/2018,1,m,39.64175,-104.8562,Chlorophyll a (probe),0.2343,volts
COEOMAHA_WQX-CHTLKND1201809101700000.1PQN2,9/10/2018,0.1,m,39.5542,-105.0608,Phytoplankton biovolume,3434.183567,um3/mL
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,7103.774878,um3/mL
COEOMAHA_WQX-CHTLKND1201809101700010.0F,9/10/2018,10,m,39.5542,-105.0608,Chlorophyll a (probe),0.0534,volts
21COL001_WQX-20196023001-20180911-S-ROUTINE,9/11/2018,,,40.131052,-105.767479,Chlorophyll a - Periphyton (attached),5.714717728,mg/m2
NARS_WQX-NRS_CO-10339:20180722:SR:,7/22/2018,,,39.8866702,-104.9310797,Chlorophyll a,29.6,ug/L
COEOMAHA_WQX-CCRLKND1201808131445001.0F,8/13/2018,1,m,39.64894,-104.8536,Chlorophyll a (probe),0.1861,volts
11NPSWRD_WQX-CURE_38285610705000020180823_SW^03,8/23/2018,,,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",12.142,ug/L
11NPSWRD_WQX-CURE_38282910712220020180607_SW^03,6/7/2018,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",1.394,ug/L
COEOMAHA_WQX-CHTLKND1201809101700000.1PQN2,9/10/2018,0.1,m,39.5542,-105.0608,Phytoplankton biovolume,221560.2301,um3/mL
NARS_WQX-NRS_CO-10492:20180724:SR:,7/24/2018,,,38.7136427,-109.0093362,Chlorophyll a,15.12,ug/L
NARS_WQX-NRS_CO-10503:20180828:SR:,8/28/2018,,,37.84926,-105.57854,Chlorophyll a,2.06,ug/L
21COL001_WQX-20196024001-20180911-S-ROUTINE,9/11/2018,,,40.033609,-105.720652,Chlorophyll a - Periphyton (attached),3.117118761,mg/m2
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,8973.18932,um3/mL
COEOMAHA_WQX-BCRLKUPN1201809110740001.5F,9/11/2018,1.5,m,39.65147,-105.1471,Chlorophyll a (probe),0.0796,volts
COEOMAHA_WQX-CCRLKND1201807161530005.5F,7/16/2018,5.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.1089,volts
COEOMAHA_WQX-CCRLKND1201805071500002.0PQN2,5/7/2018,2,m,39.64894,-104.8536,Phytoplankton biovolume,47552.3054,um3/mL
COEOMAHA_WQX-CHTLKND1201807161845000.1PQN2,7/16/2018,0.1,m,39.5542,-105.0608,Phytoplankton biovolume,701.0304156,um3/mL
COEOMAHA_WQX-CCRLKML1201807161550005.0F,7/16/2018,5,m,39.64175,-104.8562,Chlorophyll a (probe),0.1244,volts
COEOMAHA_WQX-CHTLKUPW1201806111700000.5F,6/11/2018,0.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0178,volts
COEOMAHA_WQX-CCRLKND1201809101430006.5F,9/10/2018,6.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.089,volts
COEOMAHA_WQX-CHTLKUPW1201806111700002.5F,6/11/2018,2.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0232,volts
COEOMAHA_WQX-CCRLKND1201805071500002.0PQN2,5/7/2018,2,m,39.64894,-104.8536,Phytoplankton biovolume,36108.73406,um3/mL
21COL001_WQX-20194024001-20180716-S-IVP,7/16/2018,,,40.54238,-104.8827,"Chlorophyll a, corrected for pheophytin",681.984,ug/L
COEOMAHA_WQX-BCRLKND1201807170800005.5F,7/17/2018,5.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0368,volts
COEOMAHA_WQX-CHTLKND1201807161845000.1PQN2,7/16/2018,0.1,m,39.5542,-105.0608,Phytoplankton biovolume,30118.34378,um3/mL
COEOMAHA_WQX-BCRLKND1201809110800000.1PQN2,9/11/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,256082.4609,um3/mL
COEOMAHA_WQX-BCRLKUPN1201808140715001.5F,8/14/2018,1.5,m,39.65147,-105.1471,Chlorophyll a (probe),0.1555,volts
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,224309.0798,um3/mL
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,35449.63682,um3/mL
COEOMAHA_WQX-QACODTRIBDUP201805091745002.0PQN2,5/9/2018,2,m,39.65167,-105.1414,Phytoplankton biovolume,43067.3433,um3/mL
COEOMAHA_WQX-CHTLKND1201806111730015.0F,6/11/2018,15,m,39.5542,-105.0608,Chlorophyll a (probe),0.0083,volts
COEOMAHA_WQX-CCRLKND1201805071500002.0PQN2,5/7/2018,2,m,39.64894,-104.8536,Phytoplankton biovolume,64806.36731,um3/mL
COEOMAHA_WQX-CCRLKML1201805071450001.5F,5/7/2018,1.5,m,39.64175,-104.8562,Chlorophyll a (probe),0.0792,volts
COEOMAHA_WQX-CHTLKND1201805071740010.0F,5/7/2018,10,m,39.5542,-105.0608,Chlorophyll a (probe),0.0439,volts
NARS_WQX-NRS_CO-10314:20180807:SR:,8/7/2018,,,39.16391811,-107.8062132,Chlorophyll a,1.17,ug/L
COEOMAHA_WQX-CHTLKND1201805071740002.0L,5/7/2018,2,m,39.5542,-105.0608,Chlorophyll a,8,ug/L
COEOMAHA_WQX-CHTLKUPW1201805071700007.5F,5/7/2018,7.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0348,volts
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,12689.35863,um3/mL
COEOMAHA_WQX-CCRLKML1201808131440004.5F,8/13/2018,4.5,m,39.64175,-104.8562,Chlorophyll a (probe),0.1349,volts
COEOMAHA_WQX-CHTLKMLW1201805071730002.5F,5/7/2018,2.5,m,39.54375,-105.077,Chlorophyll a (probe),0.0317,volts
COEOMAHA_WQX-QACODTRIBDUP201805091745002.0PQN2,5/9/2018,2,m,39.65167,-105.1414,Phytoplankton biovolume,1111346.114,um3/mL
COEOMAHA_WQX-BCRLKND1201807170800005.0F,7/17/2018,5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0343,volts
COEOMAHA_WQX-CCRLKUP1201805071435001.5F,5/7/2018,1.5,m,39.63557,-104.8486,Chlorophyll a (probe),0.0994,volts
COEOMAHA_WQX-CHTLKUPE1201808131630003.0F,8/13/2018,3,m,39.54528,-105.0525,Chlorophyll a (probe),0.1407,volts
COEOMAHA_WQX-CHTLKND1201806111730003.0F,6/11/2018,3,m,39.5542,-105.0608,Chlorophyll a (probe),0.0378,volts
COEOMAHA_WQX-BCRLKND1201806120745004.5F,6/12/2018,4.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0289,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,2326.382416,um3/mL
COEOMAHA_WQX-CCRLKND1201805071500002.0PQN2,5/7/2018,2,m,39.64894,-104.8536,Phytoplankton biovolume,20106.376,um3/mL
11NPSWRD_WQX-CURE_383103106594200_201803141^01,3/14/2018,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20194015001-20180718-S-IVP,7/18/2018,,,37.6056,-104.8397,"Chlorophyll a, corrected for pheophytin",3.88352,ug/L
COEOMAHA_WQX-CCRLKML1201807161550001.5F,7/16/2018,1.5,m,39.64175,-104.8562,Chlorophyll a (probe),0.2337,volts
COEOMAHA_WQX-BCRLKUPN1201806120720002.0F,6/12/2018,2,m,39.65147,-105.1471,Chlorophyll a (probe),0.0326,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,69978.30345,um3/mL
COEOMAHA_WQX-CHTLKUPW1201808131650000.1F,8/13/2018,0.1,m,39.53203,-105.0805,Chlorophyll a (probe),0.113,volts
COEOMAHA_WQX-BCRLKND1201806120745001.0F,6/12/2018,1,m,39.65167,-105.1414,Chlorophyll a (probe),0.0238,volts
COEOMAHA_WQX-CHTLKND1201807161845000.1PQN2,7/16/2018,0.1,m,39.5542,-105.0608,Phytoplankton biovolume,13069.45604,um3/mL
COEOMAHA_WQX-CCRLKND1201807161530001.0F,7/16/2018,1,m,39.64894,-104.8536,Chlorophyll a (probe),0.1696,volts
NARS_WQX-NRS_CO-10349:20180724:SR:,7/24/2018,,,40.41411047,-104.9936989,Chlorophyll a,10.48,ug/L
COEOMAHA_WQX-CCRLKND1201805071500002.0PQN2,5/7/2018,2,m,39.64894,-104.8536,Phytoplankton biovolume,3588.945276,um3/mL
COEOMAHA_WQX-CHTLKUPW1201805071700006.0F,5/7/2018,6,m,39.53203,-105.0805,Chlorophyll a (probe),0.0611,volts
21COL001_WQX-20194009001-20180717-S-IVP,7/17/2018,,,37.14396,-104.5584,"Chlorophyll a, corrected for pheophytin",0.66304,ug/L
21COL001_WQX-20196011001-20180814-S-ROUTINE,8/14/2018,,,40.91896,-108.78113,Chlorophyll a - Periphyton (attached),6.234237522,mg/m2
COEOMAHA_WQX-QACODTRIBDUP201807181015000.1PQN2,7/18/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,5263.786405,um3/mL
COEOMAHA_WQX-CHTLKMLW1201808131710006.0F,8/13/2018,6,m,39.54375,-105.077,Chlorophyll a (probe),0.1506,volts
COEOMAHA_WQX-BCRLKND1201806120745006.0F,6/12/2018,6,m,39.65167,-105.1414,Chlorophyll a (probe),0.0361,volts
COEOMAHA_WQX-CHTLKMLW1201806111730007.5F,6/11/2018,7.5,m,39.54375,-105.077,Chlorophyll a (probe),0.0516,volts
21COL001_WQX-20196006001-20180711-S-ROUTINE,7/11/2018,,,40.40475,-106.03424,Chlorophyll a - Periphyton (attached),12.98799484,mg/m2
COEOMAHA_WQX-CHTLKMLW1201805071730006.5F,5/7/2018,6.5,m,39.54375,-105.077,Chlorophyll a (probe),0.0399,volts
COEOMAHA_WQX-CHTLKND1201808131730016.0F,8/13/2018,16,m,39.5542,-105.0608,Chlorophyll a (probe),0.0598,volts
COEOMAHA_WQX-BCRLKND1201808140730008.5F,8/14/2018,8.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0809,volts
COEOMAHA_WQX-CHTLKUPE1201807161750003.0F,7/16/2018,3,m,39.54528,-105.0525,Chlorophyll a (probe),0.0576,volts
COEOMAHA_WQX-BCRLKUPN1201809110740003.0F,9/11/2018,3,m,39.65147,-105.1471,Chlorophyll a (probe),0.0833,volts
COEOMAHA_WQX-BCRLKND1201809110800007.0F,9/11/2018,7,m,39.65167,-105.1414,Chlorophyll a (probe),0.0676,volts
COEOMAHA_WQX-CCRLKML1201806111445001.5F,6/11/2018,1.5,m,39.64175,-104.8562,Chlorophyll a (probe),0.0443,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,947793.1219,um3/mL
NARS_WQX-NRS_CO-10289:20180812:SR:,8/12/2018,,,38.60455418,-106.4649269,Chlorophyll a,0.97,ug/L
COEOMAHA_WQX-CHTLKMLW1201805071730001.5F,5/7/2018,1.5,m,39.54375,-105.077,Chlorophyll a (probe),0.0339,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,7321.448363,um3/mL
COEOMAHA_WQX-CHTLKMLW1201805071730006.0F,5/7/2018,6,m,39.54375,-105.077,Chlorophyll a (probe),0.0442,volts
COEOMAHA_WQX-CCRLKND1201806111500005.5F,6/11/2018,5.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.0257,volts
21COL001_WQX-20194038001-20180725-S-IVP,7/25/2018,,,37.229852,-107.907032,"Chlorophyll a, corrected for pheophytin",0.2368,ug/L
COEOMAHA_WQX-CCRLKND1201809101430003.0F,9/10/2018,3,m,39.64894,-104.8536,Chlorophyll a (probe),0.1228,volts
COEOMAHA_WQX-CCRLKUP1201808131430003.0F,8/13/2018,3,m,39.63557,-104.8486,Chlorophyll a (probe),0.1442,volts
COEOMAHA_WQX-CHTLKUPW1201808131650009.0F,8/13/2018,9,m,39.53203,-105.0805,Chlorophyll a (probe),0.0643,volts
COEOMAHA_WQX-CCRLKND1201805071500001.5F,5/7/2018,1.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.0923,volts
COEOMAHA_WQX-QACODTRIBDUP201805091745000.1L,5/9/2018,0.1,m,39.65167,-105.1414,Chlorophyll a,41,ug/L
COEOMAHA_WQX-CHTLKUPW1201806111700002.0F,6/11/2018,2,m,39.53203,-105.0805,Chlorophyll a (probe),0.0212,volts
NARS_WQX-NRS_CO-10231:20180803:SR:,8/3/2018,,,40.94131522,-102.3414153,Chlorophyll a,67.68,ug/L
COEOMAHA_WQX-CCRLKUP1201807161500000.0F,7/16/2018,0,m,39.63557,-104.8486,Chlorophyll a (probe),0.1297,volts
COEOMAHA_WQX-CHTLKND1201805071740002.0PQN2,5/7/2018,2,m,39.5542,-105.0608,Phytoplankton biovolume,2284.9618,um3/mL
21COL001_WQX-20194039001-20180726-S-IVP,7/26/2018,,,37.540307,-106.80309,"Chlorophyll a, corrected for pheophytin",20.29714286,ug/L
COEOMAHA_WQX-BCRLKND1201805080800007.0F,5/8/2018,7,m,39.65167,-105.1414,Chlorophyll a (probe),0.0246,volts
COEOMAHA_WQX-CHTLKUPW1201806111700005.0F,6/11/2018,5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0423,volts
COEOMAHA_WQX-CHTLKND1201807161845008.0F,7/16/2018,8,m,39.5542,-105.0608,Chlorophyll a (probe),0.0368,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,398808.4142,um3/mL
COEOMAHA_WQX-CHTLKND1201805071740006.0F,5/7/2018,6,m,39.5542,-105.0608,Chlorophyll a (probe),0.0588,volts
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,47585.09488,um3/mL
COEOMAHA_WQX-CHTLKUPW1201807161820000.1F,7/16/2018,0.1,m,39.53203,-105.0805,Chlorophyll a (probe),0.0548,volts
NARS_WQX-NRS_CO-10499:20180711:SR:,7/11/2018,,,40.07837,-105.58024,Chlorophyll a,3,ug/L
NARS_WQX-NRS_CO-10328:20180808:SR:,8/8/2018,,,40.51532943,-107.2359869,Chlorophyll a,2.99,ug/L
COEOMAHA_WQX-CHTLKUPE1201805071650003.5F,5/7/2018,3.5,m,39.54528,-105.0525,Chlorophyll a (probe),0.0719,volts
COEOMAHA_WQX-CCRLKND1201808131445001.5F,8/13/2018,1.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.2002,volts
11NPSWRD_WQX-CURE_381633107054700_201801171^01,1/17/2018,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,157698.2554,um3/mL
COEOMAHA_WQX-CHTLKMLW1201805071730003.0F,5/7/2018,3,m,39.54375,-105.077,Chlorophyll a (probe),0.0314,volts
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,10733.87261,um3/mL
COEOMAHA_WQX-CHTLKMLW1201807161800007.0F,7/16/2018,7,m,39.54375,-105.077,Chlorophyll a (probe),0.0781,volts
COEOMAHA_WQX-BCRLKND1201806120745003.5F,6/12/2018,3.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0306,volts
COEOMAHA_WQX-CCRLKND1201806111500001.0F,6/11/2018,1,m,39.64894,-104.8536,Chlorophyll a (probe),0.0342,volts
COEOMAHA_WQX-CHTLKMLW1201805071730004.5F,5/7/2018,4.5,m,39.54375,-105.077,Chlorophyll a (probe),0.0394,volts
21COL001_WQX-20196018001-20180815-S-ROUTINE,8/15/2018,,,40.48133,-107.61233,Chlorophyll a - Periphyton (attached),134.5556265,mg/m2
COEOMAHA_WQX-CHTLKUPE1201809101615000.1F,9/10/2018,0.1,m,39.54528,-105.0525,Chlorophyll a (probe),0.0662,volts
COEOMAHA_WQX-CHTLKUPW1201807161820001.0F,7/16/2018,1,m,39.53203,-105.0805,Chlorophyll a (probe),0.0553,volts
NARS_WQX-NRS_CO-10500:20180710:SR:,7/10/2018,,,40.1307,-105.52889,Chlorophyll a,0.21,ug/L
COEOMAHA_WQX-CHTLKUPW1201806111700008.5F,6/11/2018,8.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0228,volts
11NPSWRD_WQX-CURE_383103106594200_201810262,10/26/2018,,,38.51749077,-106.9956012,Chlorophyll a - Periphyton (attached),73.1,mg/m2
COEOMAHA_WQX-BCRLKUPN1201806120720004.0F,6/12/2018,4,m,39.65147,-105.1471,Chlorophyll a (probe),0.0343,volts
COEOMAHA_WQX-CHTLKUPW1201806111700005.5F,6/11/2018,5.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0374,volts
COEOMAHA_WQX-CCRLKND1201805071500005.0F,5/7/2018,5,m,39.64894,-104.8536,Chlorophyll a (probe),0.1024,volts
COEOMAHA_WQX-QACODTRIBDUP201805091745002.0PQN2,5/9/2018,2,m,39.65167,-105.1414,Phytoplankton biovolume,1970.4248,um3/mL
21COL001_WQX-20196020001-20180910-S-ROUTINE,9/10/2018,,,39.92,-105.785167,Chlorophyll a - Periphyton (attached),7.16937315,mg/m2
COEOMAHA_WQX-CCRLKML1201807161550002.5F,7/16/2018,2.5,m,39.64175,-104.8562,Chlorophyll a (probe),0.1881,volts
COEOMAHA_WQX-CHTLKUPE1201805071650002.5F,5/7/2018,2.5,m,39.54528,-105.0525,Chlorophyll a (probe),0.0462,volts
COEOMAHA_WQX-CHTLKUPE1201806111645001.0F,6/11/2018,1,m,39.54528,-105.0525,Chlorophyll a (probe),0.044,volts
COEOMAHA_WQX-CCRLKND1201807161530000.1PQN2,7/16/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,542.872152,um3/mL
COEOMAHA_WQX-BCRLKND1201806120745000.5F,6/12/2018,0.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0187,volts
COEOMAHA_WQX-QACODTRIBDUP201805091745002.0PQN2,5/9/2018,2,m,39.65167,-105.1414,Phytoplankton biovolume,10634.891,um3/mL
COEOMAHA_WQX-CCRLKND1201809101430004.5F,9/10/2018,4.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.112,volts
COEOMAHA_WQX-CCRLKML1201806111445004.0F,6/11/2018,4,m,39.64175,-104.8562,Chlorophyll a (probe),0.0428,volts
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,1882330.396,um3/mL
COEOMAHA_WQX-BCRLKND1201805080800009.5F,5/8/2018,9.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.024,volts
COEOMAHA_WQX-CHTLKMLW1201805071730000.1F,5/7/2018,0.1,m,39.54375,-105.077,Chlorophyll a (probe),0.0064,volts
COEOMAHA_WQX-CHTLKND1201807161845015.0F,7/16/2018,15,m,39.5542,-105.0608,Chlorophyll a (probe),0.0639,volts
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,120676.8702,um3/mL
COEOMAHA_WQX-CHTLKUPE1201807161750000.1F,7/16/2018,0.1,m,39.54528,-105.0525,Chlorophyll a (probe),0.0428,volts
21COL001_WQX-20194055001-20180807-S-IVP,8/7/2018,,,40.701,-105.0764,"Chlorophyll a, corrected for pheophytin",4.292,ug/L
COEOMAHA_WQX-BCRLKUPN1201809110740001.0F,9/11/2018,1,m,39.65147,-105.1471,Chlorophyll a (probe),0.0798,volts
COEOMAHA_WQX-BCRLKND1201809110800001.0F,9/11/2018,1,m,39.65167,-105.1414,Chlorophyll a (probe),0.0641,volts
COEOMAHA_WQX-CHTLKUPW1201806111700003.5F,6/11/2018,3.5,m,39.53203,-105.0805,Chlorophyll a (probe),0.0257,volts
11NPSWRD_WQX-CURE_383103106594200_201808171^01,8/17/2018,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
COEOMAHA_WQX-CCRLKML1201808131440006.0F,8/13/2018,6,m,39.64175,-104.8562,Chlorophyll a (probe),0.1245,volts
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,25917.89017,um3/mL
COEOMAHA_WQX-BCRLKUPN1201806120720001.5F,6/12/2018,1.5,m,39.65147,-105.1471,Chlorophyll a (probe),0.037,volts
COEOMAHA_WQX-CHTLKMLW1201809101650005.0F,9/10/2018,5,m,39.54375,-105.077,Chlorophyll a (probe),0.0921,volts
COEOMAHA_WQX-QACODTRIBDUP201809101700000.1PQN2,9/10/2018,0.1,m,39.65167,-105.1414,Phytoplankton biovolume,21274.81755,um3/mL
COEOMAHA_WQX-CCRLKUP1201808131430000.5F,8/13/2018,0.5,m,39.63557,-104.8486,Chlorophyll a (probe),0.1807,volts
COEOMAHA_WQX-BCRLKUPN1201808140715000.1F,8/14/2018,0.1,m,39.65147,-105.1471,Chlorophyll a (probe),0.1295,volts
COEOMAHA_WQX-CHTLKND1201809101700016.0F,9/10/2018,16,m,39.5542,-105.0608,Chlorophyll a (probe),0.0265,volts
COEOMAHA_WQX-CCRLKND1201807161530002.0F,7/16/2018,2,m,39.64894,-104.8536,Chlorophyll a (probe),0.1471,volts
COEOMAHA_WQX-CCRLKND1201809101430000.1PQN2,9/10/2018,0.1,m,39.64894,-104.8536,Phytoplankton biovolume,11963.15092,um3/mL
11NPSWRD_WQX-CURE_38285610705000020180607_SW^03,6/7/2018,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",1.78,ug/L
COEOMAHA_WQX-CHTLKND1201808131730006.0F,8/13/2018,6,m,39.5542,-105.0608,Chlorophyll a (probe),0.1251,volts
COEOMAHA_WQX-CCRLKND1201808131445002.5F,8/13/2018,2.5,m,39.64894,-104.8536,Chlorophyll a (probe),0.2019,volts
COEOMAHA_WQX-BCRLKND1201806120745010.0F,6/12/2018,10,m,39.65167,-105.1414,Chlorophyll a (probe),0.0374,volts
COEOMAHA_WQX-BCRLKND1201805080800004.5F,5/8/2018,4.5,m,39.65167,-105.1414,Chlorophyll a (probe),0.0357,volts
11NPSWRD_WQX-CURE_383103106594200_201810262,10/26/2018,,,38.51749077,-106.9956012,"Biomass, periphyton",27.8,g/m2
